,title,jobFunction,industry
7841,Application Integration Engineer,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Project/Program Management']","['Engineering Services', 'Information Technology Services', 'Computer Software']"
3405,Call Center Manager,"['Pharmaceutical', 'Customer Service/Support']","['Pharmaceuticals', 'Telecommunications', 'Healthcare and Medical Services']"
3522,PHP Web Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
9225,Open Source R&D Engineer,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Computer Hardware', 'Computer and Network Security']"
8925,Junior Technical Support Specialist,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Installation/Maintenance/Repair']","['Computer Networking', 'Computer Software']"
429,Telesales Representative,"['Sales/Retail', 'Customer Service/Support']","['Education', 'E-Learning', 'Consulting Services']"
10256,Copywriter,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Writing/Editorial']","['Pharmaceuticals', 'Healthcare and Medical Services', 'Cosmetics']"
3026,Senior iOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Engineering Services', 'Information Technology Services', 'Computer Software']"
385,Microsoft Dynamics 365/AX Developer - Technical Consultant,"['IT/Software Development', 'Installation/Maintenance/Repair']","['Computer and Network Security', 'Computer Software', 'Information Technology Services']"
1945,Senior Java Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
10243,Executive Coordinator - Assiut,['Administration'],"['Information Technology Services', 'Telecommunications']"
4194,IT Sales Manager,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Sales/Retail']","['Information Technology Services', 'Computer Software', 'Computer Hardware']"
7116,Structural Engineer (Design),['Engineering - Construction/Civil/Architecture'],"['Architectural and Design Services', 'Engineering Services', 'Consulting Services']"
473,Mobile Software Developer - iOS/Android,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Graphic Design', 'Computer Software', 'Information Technology Services']"
6194,Web Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Marketing and Advertising']"
3043,Digital Marketing Specialist - Intern,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Information Technology Services']
9982,Finance Manager,['Accounting/Finance'],['Engineering Services']
7695,Back-End Web Application Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
10540,Senior Business Development Executive,"['Business Development', 'Sales/Retail', 'Marketing/PR/Advertising']","['Computer Software', 'Marketing and Advertising']"
578,Telesales Agent,"['Sales/Retail', 'Customer Service/Support']",['Real Estate/Property Management']
1055,IT Specialist,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Information Technology Services']
2281,Software Project Manager,"['IT/Software Development', 'Project/Program Management']",['Computer Software']
5914,Technical Office Manager - Architect,['Engineering - Construction/Civil/Architecture'],['Construction - Residential & Commercial/Office']
7886,Application Support Engineer,['Engineering - Telecom/Technology'],"['Banking', 'Manufacturing', 'Information Technology Services']"
3938,Medical Advisor - Alexandria,['Medical/Healthcare'],"['Marketing and Advertising', 'Pharmaceuticals', 'Healthcare and Medical Services']"
3984,Fabrication Engineer,"['Engineering - Other', 'Engineering - Mechanical/Electrical']","['Oil and Gas', 'Manufacturing']"
9904,Senior Sales Executive,['Sales/Retail'],['Marketing and Advertising']
3434,Material Control Engineer - Beni Suef,"['Logistics/Supply Chain', 'Manufacturing/Production']",['Manufacturing']
811,Social Media Marketing Specialist - Alexandria,"['Writing/Editorial', 'Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Online Media', 'Publishing and Printing']"
5689,Office Administrator,['Administration'],['Marketing and Advertising']
3437,Senior Front-End Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
3482,Housekeeping & Maintenance Manager,"['Operations/Management', 'Installation/Maintenance/Repair', 'Administration']",['Education']
5364,Senior Technical Office Engineer,['Engineering - Construction/Civil/Architecture'],['Real Estate/Property Management']
10068,Senior Sales Engineer,"['Sales/Retail', 'Engineering - Mechanical/Electrical']","['Energy and Utilities', 'Manufacturing']"
7413,"Customer Service Specialist - Onboarding ""Trainee""",['Customer Service/Support'],"['Internet/E-commerce', 'Marketing and Advertising', 'Information Technology Services']"
111,Junior Full Stack Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8031,Web/Mobile Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Telecommunications']"
9697,Sales Manager (Call Center),"['Sales/Retail', 'Operations/Management', 'Business Development']","['Telecommunications', 'Medical Devices and Supplies', 'Healthcare and Medical Services']"
9544,Senior iOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
4352,Site Mechanical Engineer,"['Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical']",['Construction - Residential & Commercial/Office']
1745,Music Teacher,['Education/Teaching'],['Education']
3025,Senior Web Developer - Alexandria,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
1452,Sales Specialist,['Sales/Retail'],['Marketing and Advertising']
2149,.NET Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
319,Software Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
5924,English Instructor,"['Education/Teaching', 'Training/Instructor']","['Training and Coaching', 'Education']"
7957,Storekeeper,['Logistics/Supply Chain'],['Manufacturing']
2673,.Net Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
1922,Scrum Master,"['Project/Program Management', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
6995,Senior Software Tester,"['Engineering - Telecom/Technology', 'Quality', 'IT/Software Development']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
10814,CEO Assistant - Alexandria,['Administration'],['Education']
4385,Senior .Net Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
5092,.NET Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
5236,Senior Voice/Collaboration Engineer,"['Engineering - Telecom/Technology', 'Engineering - Other', 'IT/Software Development']",['Information Technology Services']
2129,Chef Engineer,"['Installation/Maintenance/Repair', 'Operations/Management', 'Engineering - Other']",['Healthcare and Medical Services']
8678,DevOps Engineer,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Computer Networking']"
7974,Application Support Engineer,"['IT/Software Development', 'Customer Service/Support', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Information Technology Services']"
10178,Customer Service Representative,"['Administration', 'Customer Service/Support']","['Training and Coaching', 'Education']"
3422,Sales Account Manager - US Account,['Sales/Retail'],"['Computer Software', 'Engineering Services']"
8530,Sales Account Manager - US Account,['Sales/Retail'],"['Engineering Services', 'Computer Software']"
7665,Enterprise Software Implementation Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Installation/Maintenance/Repair']",['Computer Software']
4580,Social Media Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Graphic Design', 'Marketing and Advertising', 'Public Relations and Communications']"
6281,Senior ReactJs Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
1052,Senior Oracle Apps Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
3834,Senior Front-End Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
4948,Solution Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8822,Corporate Lawyer,['Legal'],"['Information Technology Services', 'Marketing and Advertising', 'Retail']"
99,Receptionist & Admin Assistant,['Administration'],"['Architectural and Design Services', 'Construction - Residential & Commercial/Office', 'Furniture']"
7621,Geospatial Solutions Manager,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Other']",['Information Technology Services']
1456,Graphic Designer Manager,['Creative/Design/Art'],"['Internet/E-commerce', 'Marketing and Advertising', 'Information Technology Services']"
361,Business Development Manager,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail']",['Marketing and Advertising']
812,Software Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Engineering Services']"
1092,Contracts Admin & Accountant,"['Accounting/Finance', 'Administration']",['Information Technology Services']
7609,WordPress Developer - Alexandria,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
4404,3D Graphic Designer,['Creative/Design/Art'],['Manufacturing']
4694,Software Operation Manager and Coordinator,"['IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology']","['Computer Software', 'Graphic Design', 'Information Technology Services']"
9299,Senior Full Stack ASP.NET MVC Developer,"['Project/Program Management', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Management Consulting', 'Information Technology Services']"
7341,SAP SD/TM Consultant,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Manufacturing', 'FMCG', 'Computer Software']"
7908,DevOps Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
